"","id","title","isPartOf","publicationYear","doi","docType","docSubType","provider","collection","datePublished","issueNumber","volumeNumber","url","creator","publisher","language","pageStart","pageEnd","placeOfPublication","wordCount","pageCount","outputFormat","Journal","select"
"23","http://www.jstor.org/stable/24582949","Priming Predispositions and Changing Policy Positions: An Account of When Mass Opinion Is Primed or Changed","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-10-01,4,59,"http://www.jstor.org/stable/24582949","Michael Tesler","Midwest Political Science Association","eng","806","824",NA,12402,19,"unigram; bigram; trigram","AJPS",1
"24","http://www.jstor.org/stable/25193855","The Campaign Value of Incumbency: A New Solution to the Puzzle of Less Effective Incumbent Spending","American Journal of Political Science",2008,NA,"article","research-article","jstor",NA,2008-10-01,4,52,"http://www.jstor.org/stable/25193855","Kenneth Benoit; Michael Marsh","Midwest Political Science Association","eng","874","890",NA,11688,17,"unigram; bigram; trigram","AJPS",1
"25","http://www.jstor.org/stable/26598753","No Need to Watch: How the Effects of Partisan Media Can Spread via Interpersonal Discussions","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-01-01,1,62,"http://www.jstor.org/stable/26598753","James N. Druckman; Matthew S. Levendusky; Audrey McLain","Midwest Political Science Association","eng","99","112",NA,9808,14,"unigram; bigram; trigram","AJPS",1
"26","http://www.jstor.org/stable/41495086","A Source of Bias in Public Opinion Stability","The American Political Science Review",2012,NA,"article","research-article","jstor",NA,2012-05-01,2,106,"http://www.jstor.org/stable/41495086","JAMES N. DRUCKMAN; JORDAN FEIN; THOMAS J. LEEPER","American Political Science Association","eng","430","454",NA,18768,25,"unigram; bigram; trigram","APSR",0
"27","http://www.jstor.org/stable/24809505","Why Are Immigrants Underrepresented in Politics? Evidence from Sweden","The American Political Science Review",2015,NA,"article","research-article","jstor",NA,2015-11-01,4,109,"http://www.jstor.org/stable/24809505","RAFAELA M. DANCYGIER; KARL-OSKAR LINDGREN; SVEN OSKARSSON; KÅRE VERNBY","American Political Science Association","eng","703","724",NA,16865,22,"unigram; bigram; trigram","APSR",1
"28","http://www.jstor.org/stable/24363510","Civil War and Social Cohesion: Lab-in-the-Field Evidence from Nepal","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-07-01,3,58,"http://www.jstor.org/stable/24363510","Michael J. Gilligan; Benjamin J. Pasquale; Cyrus Samii","Midwest Political Science Association","eng","604","619",NA,12219,16,"unigram; bigram; trigram","AJPS",1
"29","http://www.jstor.org/stable/24363596","Politics by Number: Indicators as Social Pressure in International Relations","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-01-01,1,59,"http://www.jstor.org/stable/24363596","Judith G. Kelley; Beth A. Simmons","Midwest Political Science Association","eng","55","70",NA,11264,16,"unigram; bigram; trigram","AJPS",0
"30","http://www.jstor.org/stable/24363488","Dollars on the Sidewalk: Should U.S. Presidential Candidates Advertise in Uncontested States?","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-04-01,2,58,"http://www.jstor.org/stable/24363488","Carly Urban; Sarah Niebler","Midwest Political Science Association","eng","322","336",NA,12302,15,"unigram; bigram; trigram","AJPS",1
"31","http://www.jstor.org/stable/10.1017/s0022381611000569","Newspaper Coverage of Political Scandals","The Journal of Politics",2011,NA,"article","research-article","jstor",NA,2011-08-03,3,73,"http://www.jstor.org/stable/10.1017/s0022381611000569","Riccardo Puglisi; James M. Snyder Jr.","The University of Chicago Press","eng","931","950",NA,7178,20,"unigram; bigram; trigram","JOP",1
"32","http://www.jstor.org/stable/30038965","Centripetal Democratic Governance: A Theory and Global Inquiry","The American Political Science Review",2005,NA,"article","research-article","jstor",NA,2005-11-01,4,99,"http://www.jstor.org/stable/30038965","John Gerring; Strom C. Thacker; Carola Moreno","American Political Science Association","eng","567","581",NA,13503,15,"unigram; bigram; trigram","APSR",0
"33","http://www.jstor.org/stable/27798501","Helping Hand or Grabbing Hand? State Bureaucracy and Privatization Effectiveness","The American Political Science Review",2009,NA,"article","research-article","jstor",NA,2009-05-01,2,103,"http://www.jstor.org/stable/27798501","J. DAVID BROWN; JOHN S. EARLE; SCOTT GEHLBACH","American Political Science Association","eng","264","283",NA,14765,20,"unigram; bigram; trigram","APSR",1
"34","http://www.jstor.org/stable/45132481","Preventing Prevention","American Journal of Political Science",2019,NA,"article","research-article","jstor",NA,2019-04-01,2,63,"http://www.jstor.org/stable/45132481","Sean Gailmard; John W. Patty","Midwest Political Science Association","eng","342","352",NA,9184,11,"unigram; bigram; trigram","AJPS",0
"35","http://www.jstor.org/stable/10.1017/s0022381613000522","Presidential Campaigns and the Fundamentals Reconsidered","The Journal of Politics",2013,NA,"article","research-article","jstor",NA,2013-06-05,3,75,"http://www.jstor.org/stable/10.1017/s0022381613000522","Peter K. Enns; Brian Richman","The University of Chicago Press","eng","803","820",NA,9057,18,"unigram; bigram; trigram","JOP",1
"36","http://www.jstor.org/stable/25652208","The Effect of Electoral Geography on Pork Barreling in Bicameral Legislatures","American Journal of Political Science",2010,NA,"article","research-article","jstor",NA,2010-04-01,2,54,"http://www.jstor.org/stable/25652208","Jowei Chen","Midwest Political Science Association","eng","301","322",NA,13845,22,"unigram; bigram; trigram","AJPS",0
"37","http://www.jstor.org/stable/23496606","Do Primaries Improve Electoral Performance? Clientelism and Intra-Party Conflict in Ghana","American Journal of Political Science",2013,NA,"article","research-article","jstor",NA,2013-04-01,2,57,"http://www.jstor.org/stable/23496606","Nahomi Ichino; Noah L. Nathan","Midwest Political Science Association","eng","428","441",NA,10184,14,"unigram; bigram; trigram","AJPS",1
"38","http://www.jstor.org/stable/45132477","The Disclosure Dilemma: Nuclear Intelligence and International Organizations","American Journal of Political Science",2019,NA,"article","research-article","jstor",NA,2019-04-01,2,63,"http://www.jstor.org/stable/45132477","Allison Carnegie; Austin Carson","Midwest Political Science Association","eng","269","285",NA,12609,17,"unigram; bigram; trigram","AJPS",1
"39","http://www.jstor.org/stable/26598741","Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-04-01,2,62,"http://www.jstor.org/stable/26598741","Martin Bisgaard; Rune Slothuus","Midwest Political Science Association","eng","456","469",NA,10175,14,"unigram; bigram; trigram","AJPS",0
"40","http://www.jstor.org/stable/24877493","Does Compulsory Voting Increase Support for Leftist Policy?","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-07-01,3,60,"http://www.jstor.org/stable/24877493","Michael M. Bechtel; Dominik Hangartner; Lukas Schmid","Midwest Political Science Association","eng","752","767",NA,12691,16,"unigram; bigram; trigram","AJPS",1
"41","http://www.jstor.org/stable/43654018","Crossing the Line: Local Ethnic Geography and Voting in Ghana","The American Political Science Review",2013,NA,"article","research-article","jstor",NA,2013-05-01,2,107,"http://www.jstor.org/stable/43654018","NAHOMI ICHINO; NOAH L. NATHAN","American Political Science Association","eng","344","361",NA,14330,18,"unigram; bigram; trigram","APSR",1
"42","http://www.jstor.org/stable/24363526","Size, Democracy, and the Economic Costs of Running the Political System","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-10-01,4,58,"http://www.jstor.org/stable/24363526","Jens Blom-Hansen; Kurt Houlberg; Søren Serritzlew","Midwest Political Science Association","eng","790","803",NA,11161,14,"unigram; bigram; trigram","AJPS",1
"43","http://www.jstor.org/stable/10.1017/s0022381613000996","Childhood Socialization and Political Attitudes: Evidence from a Natural Experiment","The Journal of Politics",2013,NA,"article","research-article","jstor",NA,2013-08-23,4,75,"http://www.jstor.org/stable/10.1017/s0022381613000996","Andrew Healy; Neil Malhotra","The University of Chicago Press","eng","1023","1037",NA,7581,15,"unigram; bigram; trigram","JOP",1
"44","http://www.jstor.org/stable/10.1111/j.1468-2508.2005.00343.x","The Authorities Really Do Matter: Party Control and Trust in Government","The Journal of Politics",2005,NA,"article","research-article","jstor",NA,2005-08-01,3,67,"http://www.jstor.org/stable/10.1111/j.1468-2508.2005.00343.x","Luke Keele","The University of Chicago Press","eng","873","886",NA,4877,14,"unigram; bigram; trigram","JOP",1
"45","http://www.jstor.org/stable/41495064","Jurisdiction Size and Local Democracy: Evidence on Internal Political Efficacy from Large-scale Municipal Reform","The American Political Science Review",2011,NA,"article","research-article","jstor",NA,2011-05-01,2,105,"http://www.jstor.org/stable/41495064","DAVID DREYER LASSEN; SØREN SERRITZLEW","American Political Science Association","eng","238","258",NA,16366,21,"unigram; bigram; trigram","APSR",1
"46","http://www.jstor.org/stable/10.1017/s0022381610000927","The Persuasive Effects of Direct Mail: A Regression Discontinuity Based Approach","The Journal of Politics",2011,NA,"article","research-article","jstor",NA,2011-01-14,1,73,"http://www.jstor.org/stable/10.1017/s0022381610000927","Alan S. Gerber; Daniel P. Kessler; Marc Meredith","The University of Chicago Press","eng","140","155",NA,6650,16,"unigram; bigram; trigram","JOP",1
"47","http://www.jstor.org/stable/45132473","No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments","American Journal of Political Science",2019,NA,"article","research-article","jstor",NA,2019-01-01,1,63,"http://www.jstor.org/stable/45132473","John V. Kane; Jason Barabas","Midwest Political Science Association","eng","234","249",NA,11117,16,"unigram; bigram; trigram","AJPS",1
"48","http://www.jstor.org/stable/26379527","Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices","American Journal of Political Science",2017,NA,"article","research-article","jstor",NA,2017-10-01,4,61,"http://www.jstor.org/stable/26379527","Johannes Hemker; Anselm Rink","Midwest Political Science Association","eng","786","803",NA,11849,18,"unigram; bigram; trigram","AJPS",0
"49","http://www.jstor.org/stable/43654312","Informal Institutions, Collective Action, and Public Investment in Rural China","The American Political Science Review",2015,NA,"article","research-article","jstor",NA,2015-05-01,2,109,"http://www.jstor.org/stable/43654312","YIQING XU; YANG YAO","American Political Science Association","eng","371","391",NA,16772,21,"unigram; bigram; trigram","APSR",0
"50","http://www.jstor.org/stable/24877480","Campaign Contributions Facilitate Access to Congressional Officials: A Randomized Field Experiment","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-07-01,3,60,"http://www.jstor.org/stable/24877480","Joshua L. Kalla; David E. Broockman","Midwest Political Science Association","eng","545","558",NA,10128,14,"unigram; bigram; trigram","AJPS",1
"51","http://www.jstor.org/stable/24363606","Policy-Induced Risk and Responsive Participation: The Effect of a Son's Conscription Risk on the Voting Behavior of His Parents","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-01-01,1,59,"http://www.jstor.org/stable/24363606","Tiffany C. Davenport","Midwest Political Science Association","eng","225","241",NA,14409,17,"unigram; bigram; trigram","AJPS",1
"52","http://www.jstor.org/stable/25193820","An Exploration of Correct Voting in Recent U.S. Presidential Elections","American Journal of Political Science",2008,NA,"article","research-article","jstor",NA,2008-04-01,2,52,"http://www.jstor.org/stable/25193820","Richard R. Lau; David J. Andersen; David P. Redlawsk","Midwest Political Science Association","eng","395","411",NA,13394,17,"unigram; bigram; trigram","AJPS",0
"53","http://www.jstor.org/stable/27821947","Public Opinion Polls, Voter Turnout, and Welfare: An Experimental Study","American Journal of Political Science",2010,NA,"article","research-article","jstor",NA,2010-07-01,3,54,"http://www.jstor.org/stable/27821947","Jens Großer; Arthur Schram","Midwest Political Science Association","eng","700","717",NA,12579,18,"unigram; bigram; trigram","AJPS",0
"54","http://www.jstor.org/stable/10.1086/680042","Life before Congress: Using Precongressional Experience to Assess Competing Explanations for Political Professionalism","The Journal of Politics",2015,NA,"article","research-article","jstor",NA,2015-04-01,2,77,"http://www.jstor.org/stable/10.1086/680042","Scott A. MacKenzie","The University of Chicago Press","eng","505","518",NA,7376,14,"unigram; bigram; trigram","JOP",0
"55","http://www.jstor.org/stable/43654396","Political Devolution and Resistance to Foreign Rule: A Natural Experiment","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-08-01,3,108,"http://www.jstor.org/stable/43654396","JEREMY FERWERDA; NICHOLAS L. MILLER","American Political Science Association","eng","642","660",NA,14555,19,"unigram; bigram; trigram","APSR",0
"56","http://www.jstor.org/stable/43654027","Latin American Attitudes toward Women in Politics: The Influence of Elite Cues, Female Advancement, and Individual Characteristics","The American Political Science Review",2013,NA,"article","research-article","jstor",NA,2013-11-01,4,107,"http://www.jstor.org/stable/43654027","JANA MORGAN; MELISSA BUICE","American Political Science Association","eng","644","662",NA,14889,19,"unigram; bigram; trigram","APSR",1
"57","http://www.jstor.org/stable/40863719","Direct Democracy and Local Public Goods: Evidence from a Field Experiment in Indonesia","The American Political Science Review",2010,NA,"article","research-article","jstor",NA,2010-05-01,2,104,"http://www.jstor.org/stable/40863719","BENJAMIN A. OLKEN","American Political Science Association","eng","243","267",NA,19099,25,"unigram; bigram; trigram","APSR",0
"58","http://www.jstor.org/stable/3647681","Democracy and Education Spending in Africa","American Journal of Political Science",2005,NA,"article","research-article","jstor",NA,2005-04-01,2,49,"http://www.jstor.org/stable/3647681","David Stasavage","Midwest Political Science Association","eng","343","358",NA,11469,16,"unigram; bigram; trigram","AJPS",1
"59","http://www.jstor.org/stable/43654435","International Knowledge and Domestic Evaluations in a Changing Society: The Case of China","The American Political Science Review",2015,NA,"article","research-article","jstor",NA,2015-08-01,3,109,"http://www.jstor.org/stable/43654435","HAIFENG HUANG","American Political Science Association","eng","613","634",NA,16453,22,"unigram; bigram; trigram","APSR",1
"60","http://www.jstor.org/stable/24877473","Corruption as a Self-Fulfilling Prophecy: Evidence from a Survey Experiment in Costa Rica","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-10-01,4,60,"http://www.jstor.org/stable/24877473","Ana Corbacho; Daniel W. Gingerich; Virginia Oliveros; Mauricio Ruiz-Vega","Midwest Political Science Association","eng","1077","1092",NA,11258,16,"unigram; bigram; trigram","AJPS",1
"61","http://www.jstor.org/stable/23317173","Detecting Spillover Effects: Design and Analysis of Multilevel Experiments","American Journal of Political Science",2012,NA,"article","research-article","jstor",NA,2012-10-01,4,56,"http://www.jstor.org/stable/23317173","Betsy Sinclair; Margaret McConnell; Donald P. Green","Midwest Political Science Association","eng","1055","1069",NA,10228,15,"unigram; bigram; trigram","AJPS",1
"62","http://www.jstor.org/stable/43654050","How to Promote Order and Property Rights under Weak Rule of Law? An Experiment in Changing Dispute Resolution Behavior through Community Education","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-02-01,1,108,"http://www.jstor.org/stable/43654050","CHRISTOPHER BLATTMAN; ALEXANDRA C. HARTMAN; ROBERT A. BLAIR","American Political Science Association","eng","100","120",NA,16001,21,"unigram; bigram; trigram","APSR",1
"63","http://www.jstor.org/stable/43654029","Explaining Support for Combatants during Wartime: A Survey Experiment in Afghanistan","The American Political Science Review",2013,NA,"article","research-article","jstor",NA,2013-11-01,4,107,"http://www.jstor.org/stable/43654029","JASON LYALL; GRAEME BLAIR; KOSUKE IMAI","American Political Science Association","eng","679","705",NA,19005,27,"unigram; bigram; trigram","APSR",1
"64","http://www.jstor.org/stable/24583090","Social Identity and Electoral Accountability","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-07-01,3,59,"http://www.jstor.org/stable/24583090","Dimitri Landa; Dominik Duell","Midwest Political Science Association","eng","671","689",NA,14340,19,"unigram; bigram; trigram","AJPS",0
"65","http://www.jstor.org/stable/27644458","iSí Se Puede! Latino Candidates and the Mobilization of Latino Voters","The American Political Science Review",2007,NA,"article","research-article","jstor",NA,2007-08-01,3,101,"http://www.jstor.org/stable/27644458","Matt A. Barreto","American Political Science Association","eng","425","441",NA,14375,17,"unigram; bigram; trigram","APSR",1
"66","http://www.jstor.org/stable/20647978","Using Experiments to Estimate the Effects of Education on Voter Turnout","American Journal of Political Science",2010,NA,"article","research-article","jstor",NA,2010-01-01,1,54,"http://www.jstor.org/stable/20647978","Rachel Milstein Sondheimer; Donald P. Green","Midwest Political Science Association","eng","174","189",NA,12232,16,"unigram; bigram; trigram","AJPS",0
"67","http://www.jstor.org/stable/10.1017/s0022381611000405","Thank You for Voting: Gratitude Expression and Voter Mobilization","The Journal of Politics",2011,NA,"article","research-article","jstor",NA,2011-08-03,3,73,"http://www.jstor.org/stable/10.1017/s0022381611000405","Costas Panagopoulos","The University of Chicago Press","eng","707","717",NA,5386,11,"unigram; bigram; trigram","JOP",0
"68","http://www.jstor.org/stable/23024931","Do Politicians Racially Discriminate Against Constituents? A Field Experiment on State Legislators","American Journal of Political Science",2011,NA,"article","research-article","jstor",NA,2011-07-01,3,55,"http://www.jstor.org/stable/23024931","Daniel M. Butler; David E. Broockman","Midwest Political Science Association","eng","463","477",NA,10283,15,"unigram; bigram; trigram","AJPS",0
"69","http://www.jstor.org/stable/27798538","Cross-cutting Cleavages and Ethnic Voting: An Experimental Study of Cousinage in Mali","The American Political Science Review",2010,NA,"article","research-article","jstor",NA,2010-02-01,1,104,"http://www.jstor.org/stable/27798538","THAD DUNNING; LAUREN HARRISON","American Political Science Association","eng","21","39",NA,17053,19,"unigram; bigram; trigram","APSR",0
"70","http://www.jstor.org/stable/23024935","The Political Costs of Crisis Bargaining: Presidential Rhetoric and the Role of Party","American Journal of Political Science",2011,NA,"article","research-article","jstor",NA,2011-07-01,3,55,"http://www.jstor.org/stable/23024935","Robert F. Trager; Lynn Vavreck","Midwest Political Science Association","eng","526","545",NA,15345,20,"unigram; bigram; trigram","AJPS",1
"71","http://www.jstor.org/stable/23357756","Ethnic Quotas and Political Mobilization: Caste, Parties, and Distribution in Indian Village Councils","The American Political Science Review",2013,NA,"article","research-article","jstor",NA,2013-02-01,1,107,"http://www.jstor.org/stable/23357756","THAD DUNNING; JANHAVI NILEKANI","American Political Science Association","eng","35","56",NA,20402,22,"unigram; bigram; trigram","APSR",1
"72","http://www.jstor.org/stable/24583048","The Influence of News Media on Political Elites: Investigating Strategic Responsiveness in Congress","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-01-01,1,60,"http://www.jstor.org/stable/24583048","Kevin Arceneaux; Martin Johnson; René Lindstädt; Ryan J. Vander Wielen","Midwest Political Science Association","eng","5","29",NA,17389,25,"unigram; bigram; trigram","AJPS",1
"73","http://www.jstor.org/stable/43654378","The ""Wisdom of the State"": Adam Smith on China and Tartary","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-05-01,2,108,"http://www.jstor.org/stable/43654378","RYAN PATRICK HANLEY","American Political Science Association","eng","371","382",NA,12589,12,"unigram; bigram; trigram","APSR",0
"74","http://www.jstor.org/stable/26598769","Encouraging Political Voices of Underrepresented Citizens through Coproduction: Evidence from a Randomized Field Trial","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-07-01,3,62,"http://www.jstor.org/stable/26598769","Morten Hjortskov; Simon Calmar Andersen; Morten Jakobsen","Midwest Political Science Association","eng","597","609",NA,9707,13,"unigram; bigram; trigram","AJPS",0
"75","http://www.jstor.org/stable/10.1017/s0022381614000139","The Financial Incumbency Advantage: Causes and Consequences","The Journal of Politics",2014,NA,"article","research-article","jstor",NA,2014-05-28,3,76,"http://www.jstor.org/stable/10.1017/s0022381614000139","Alexander Fouirnaies; Andrew B. Hall","The University of Chicago Press","eng","711","724",NA,6253,14,"unigram; bigram; trigram","JOP",1
"76","http://www.jstor.org/stable/10.1086/682913","Corruption and the Incumbency Disadvantage: Theory and Evidence","The Journal of Politics",2015,NA,"article","research-article","jstor",NA,2015-10-01,4,77,"http://www.jstor.org/stable/10.1086/682913","Marko Klašnja","The University of Chicago Press","eng","928","942",NA,7497,15,"unigram; bigram; trigram","JOP",1
