id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/25193865,Does Voting History Matter? Analysing Persistence in Turnout,American Journal of Political Science,2009,,article,research-article,jstor,,2009-01-01,1,53,http://www.jstor.org/stable/25193865,Kevin Denny; Orla Doyle,Midwest Political Science Association,eng,17,35,,13323,19,unigram; bigram; trigram
http://www.jstor.org/stable/24363485,Social Esteem and Participation in Contentious Politics: A Field Experiment at an LGBT Pride Rally,American Journal of Political Science,2014,,article,research-article,jstor,,2014-04-01,2,58,http://www.jstor.org/stable/24363485,Gwyneth H. McClendon,Midwest Political Science Association,eng,279,290,,10096,12,unigram; bigram; trigram
http://www.jstor.org/stable/45132463,The Anti-Democrat Diploma: How High School Education Decreases Support for the Democratic Party,American Journal of Political Science,2019,,article,research-article,jstor,,2019-01-01,1,63,http://www.jstor.org/stable/45132463,John Marshall,Midwest Political Science Association,eng,67,83,,11191,17,unigram; bigram; trigram
http://www.jstor.org/stable/26598747,The Economic Consequences of Partisanship in a Polarized Era,American Journal of Political Science,2018,,article,research-article,jstor,,2018-01-01,1,62,http://www.jstor.org/stable/26598747,Christopher McConnell; Yotam Margalit; Neil Malhotra; Matthew Levendusky,Midwest Political Science Association,eng,5,18,,10537,14,unigram; bigram; trigram
http://www.jstor.org/stable/26384747,"Erratum to ""Making Young Voters: The Impact of Preregistration on Youth Turnout""",American Journal of Political Science,2017,,article,research-article,jstor,,2017-04-01,2,61,http://www.jstor.org/stable/26384747,John B. Holbein; D. Sunshine Hillygus,Midwest Political Science Association,eng,505,507,,1389,3,unigram; bigram; trigram
http://www.jstor.org/stable/45132490,When Should We Use Unit Fixed Effects Regression Models for Causal Inference with Longitudinal Data?,American Journal of Political Science,2019,,article,research-article,jstor,,2019-04-01,2,63,http://www.jstor.org/stable/45132490,Kosuke Imai; In Song Kim,Midwest Political Science Association,eng,467,490,,15004,24,unigram; bigram; trigram
http://www.jstor.org/stable/26379522,Differential Registration Bias in Voter File Data: A Sensitivity Analysis Approach,American Journal of Political Science,2017,,article,research-article,jstor,,2017-07-01,3,61,http://www.jstor.org/stable/26379522,Brendan Nyhan; Christopher Skovron; Rocío Titiunik,Midwest Political Science Association,eng,744,760,,11615,17,unigram; bigram; trigram
http://www.jstor.org/stable/3647684,Striking a Responsive Chord: How Political Ads Motivate and Persuade Voters by Appealing to Emotions,American Journal of Political Science,2005,,article,research-article,jstor,,2005-04-01,2,49,http://www.jstor.org/stable/3647684,Ted Brader,Midwest Political Science Association,eng,388,405,,13020,18,unigram; bigram; trigram
http://www.jstor.org/stable/23075155,The Product and Difference Fallacies for Indirect Effects,American Journal of Political Science,2012,,article,research-article,jstor,,2012-01-01,1,56,http://www.jstor.org/stable/23075155,Adam N. Glynn,Midwest Political Science Association,eng,257,269,,10072,13,unigram; bigram; trigram
http://www.jstor.org/stable/26379499,"Small Aggregates, Big Manipulation: Vote Buying Enforcement and Collective Monitoring",American Journal of Political Science,2017,,article,research-article,jstor,,2017-01-01,1,61,http://www.jstor.org/stable/26379499,Miguel R. Rueda,Midwest Political Science Association,eng,163,177,,10544,15,unigram; bigram; trigram
http://www.jstor.org/stable/23496549,"War, the Presidency, and Legislative Voting Behavior",American Journal of Political Science,2013,,article,research-article,jstor,,2013-01-01,1,57,http://www.jstor.org/stable/23496549,William G. Howell; Jon C. Rogowski,Midwest Political Science Association,eng,150,166,,12215,17,unigram; bigram; trigram
http://www.jstor.org/stable/26598783,"Prejudice, Strategic Discrimination, and the Electoral Connection: Evidence from a Pair of Field Experiments in Brazil",American Journal of Political Science,2018,,article,research-article,jstor,,2018-10-01,4,62,http://www.jstor.org/stable/26598783,Amanda Driscoll; Gabriel Cepaluni; Feliciano de Sá Guimarães; Paolo Spada,Midwest Political Science Association,eng,781,795,,11791,15,unigram; bigram; trigram
http://www.jstor.org/stable/45132468,Building Cooperation among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,American Journal of Political Science,2019,,article,research-article,jstor,,2019-01-01,1,63,http://www.jstor.org/stable/45132468,Han Il Chang; Leonid Peisakhin,Midwest Political Science Association,eng,146,162,,10941,17,unigram; bigram; trigram
http://www.jstor.org/stable/26384739,Foreign Aid and Undeserved Credit Claiming,American Journal of Political Science,2017,,article,research-article,jstor,,2017-04-01,2,61,http://www.jstor.org/stable/26384739,Cesi Cruz; Christina J. Schneider,Midwest Political Science Association,eng,396,408,,9308,13,unigram; bigram; trigram
http://www.jstor.org/stable/25548125,Exploiting a Rare Communication Shift to Document the Persuasive Power of the News Media,American Journal of Political Science,2009,,article,research-article,jstor,,2009-04-01,2,53,http://www.jstor.org/stable/25548125,Jonathan McDonald Ladd; Gabriel S. Lenz,Midwest Political Science Association,eng,394,410,,11265,17,unigram; bigram; trigram
http://www.jstor.org/stable/23496557,Back Matter,American Journal of Political Science,2013,,article,misc,jstor,,2013-01-01,1,57,http://www.jstor.org/stable/23496557,,Midwest Political Science Association,eng,,,,6295,8,unigram; bigram; trigram
http://www.jstor.org/stable/23496540,Inclusion and Public Policy: Evidence from Sweden's Introduction of Noncitizen Suffrage,American Journal of Political Science,2013,,article,research-article,jstor,,2013-01-01,1,57,http://www.jstor.org/stable/23496540,Kåre Vernby,Midwest Political Science Association,eng,15,29,,10607,15,unigram; bigram; trigram
http://www.jstor.org/stable/20647949,Educating the Least Informed: Group Endorsements in a Grassroots Campaign,American Journal of Political Science,2009,,article,research-article,jstor,,2009-10-01,4,53,http://www.jstor.org/stable/20647949,Kevin Arceneaux; Robin Kolodny,Midwest Political Science Association,eng,755,770,,10571,16,unigram; bigram; trigram
http://www.jstor.org/stable/4620064,Prospecting for (Campaign) Gold,American Journal of Political Science,2007,,article,research-article,jstor,,2007-04-01,2,51,http://www.jstor.org/stable/4620064,Wendy K. Tam Cho; James G. Gimpel,Midwest Political Science Association,eng,255,268,,8955,14,unigram; bigram; trigram
http://www.jstor.org/stable/26379506,Front Matter,American Journal of Political Science,2017,,article,misc,jstor,,2017-07-01,3,61,http://www.jstor.org/stable/26379506,,Midwest Political Science Association,eng,,,,1964,6,unigram; bigram; trigram
http://www.jstor.org/stable/24363596,Politics by Number: Indicators as Social Pressure in International Relations,American Journal of Political Science,2015,,article,research-article,jstor,,2015-01-01,1,59,http://www.jstor.org/stable/24363596,Judith G. Kelley; Beth A. Simmons,Midwest Political Science Association,eng,55,70,,11264,16,unigram; bigram; trigram
http://www.jstor.org/stable/26379517,"Foreign Aid, Human Rights, and Democracy Promotion: Evidence from a Natural Experiment",American Journal of Political Science,2017,,article,research-article,jstor,,2017-07-01,3,61,http://www.jstor.org/stable/26379517,Allison Carnegie; Nikolay Marinov,Midwest Political Science Association,eng,671,683,,9822,13,unigram; bigram; trigram
http://www.jstor.org/stable/24583048,The Influence of News Media on Political Elites: Investigating Strategic Responsiveness in Congress,American Journal of Political Science,2016,,article,research-article,jstor,,2016-01-01,1,60,http://www.jstor.org/stable/24583048,Kevin Arceneaux; Martin Johnson; René Lindstädt; Ryan J. Vander Wielen,Midwest Political Science Association,eng,5,29,,17389,25,unigram; bigram; trigram
http://www.jstor.org/stable/26598756,The Election Monitor's Curse,American Journal of Political Science,2018,,article,research-article,jstor,,2018-01-01,1,62,http://www.jstor.org/stable/26598756,Zhaotian Luo; Arturas Rozenas,Midwest Political Science Association,eng,148,160,,10219,13,unigram; bigram; trigram
http://www.jstor.org/stable/24363478,The Conditionality of Vote-Buying Norms: Experimental Evidence from Latin America,American Journal of Political Science,2014,,article,research-article,jstor,,2014-01-01,1,58,http://www.jstor.org/stable/24363478,Ezequiel Gonzalez Ocantos; Chad Kiewiet de Jonge; David W. Nickerson,Midwest Political Science Association,eng,197,211,,10286,15,unigram; bigram; trigram
http://www.jstor.org/stable/23025054,When Mayors Matter: Estimating the Impact of Mayoral Partisanship on City Policy,American Journal of Political Science,2011,,article,research-article,jstor,,2011-04-01,2,55,http://www.jstor.org/stable/23025054,Elisabeth R. Gerber; Daniel J. Hopkins,Midwest Political Science Association,eng,326,339,,10324,14,unigram; bigram; trigram
http://www.jstor.org/stable/45132504,The Distortion of Related Beliefs,American Journal of Political Science,2019,,article,research-article,jstor,,2019-07-01,3,63,http://www.jstor.org/stable/45132504,Andrew T. Little,Midwest Political Science Association,eng,675,689,,11553,15,unigram; bigram; trigram
http://www.jstor.org/stable/4620093,Back Matter,American Journal of Political Science,2007,,article,misc,jstor,,2007-07-01,3,51,http://www.jstor.org/stable/4620093,,Midwest Political Science Association,eng,,,,2845,9,unigram; bigram; trigram
http://www.jstor.org/stable/3647689,Volume Information,American Journal of Political Science,2005,,article,misc,jstor,,2005-10-01,4,49,http://www.jstor.org/stable/3647689,,Midwest Political Science Association,eng,939,940,,1061,2,unigram; bigram; trigram
http://www.jstor.org/stable/25766262,Instrumental Variables Estimation in Political Science: A Readers' Guide,American Journal of Political Science,2011,,article,research-article,jstor,,2011-01-01,1,55,http://www.jstor.org/stable/25766262,Allison J. Sovey; Donald P. Green,Midwest Political Science Association,eng,188,200,,9926,13,unigram; bigram; trigram
http://www.jstor.org/stable/24582967,Back Matter,American Journal of Political Science,2015,,article,misc,jstor,,2015-10-01,4,59,http://www.jstor.org/stable/24582967,,Midwest Political Science Association,eng,,,,1626,3,unigram; bigram; trigram
http://www.jstor.org/stable/26379525,Front Matter,American Journal of Political Science,2017,,article,misc,jstor,,2017-10-01,4,61,http://www.jstor.org/stable/26379525,,Midwest Political Science Association,eng,,,,1900,6,unigram; bigram; trigram
http://www.jstor.org/stable/23496635,Front Matter,American Journal of Political Science,2013,,article,misc,jstor,,2013-07-01,3,57,http://www.jstor.org/stable/23496635,,Midwest Political Science Association,eng,,,,1842,6,unigram; bigram; trigram
http://www.jstor.org/stable/24582949,Priming Predispositions and Changing Policy Positions: An Account of When Mass Opinion Is Primed or Changed,American Journal of Political Science,2015,,article,research-article,jstor,,2015-10-01,4,59,http://www.jstor.org/stable/24582949,Michael Tesler,Midwest Political Science Association,eng,806,824,,12402,19,unigram; bigram; trigram
http://www.jstor.org/stable/23025125,Controlling the Airwaves: Incumbency Advantage and Community Radio in Brazil,American Journal of Political Science,2011,,article,research-article,jstor,,2011-10-01,4,55,http://www.jstor.org/stable/23025125,Taylor C. Boas; F. Daniel Hidalgo,Midwest Political Science Association,eng,869,885,,12203,17,unigram; bigram; trigram
http://www.jstor.org/stable/26598760,Regression Discontinuity Designs Based on Population Thresholds: Pitfalls and Solutions,American Journal of Political Science,2018,,article,research-article,jstor,,2018-01-01,1,62,http://www.jstor.org/stable/26598760,Andrew C. Eggers; Ronny Freier; Veronica Grembi; Tommaso Nannicini,Midwest Political Science Association,eng,210,229,,14888,20,unigram; bigram; trigram
http://www.jstor.org/stable/4620065,Quality Is Job One: Professional and Volunteer Voter Mobilization Calls,American Journal of Political Science,2007,,article,research-article,jstor,,2007-04-01,2,51,http://www.jstor.org/stable/4620065,David W. Nickerson,Midwest Political Science Association,eng,269,282,,10305,14,unigram; bigram; trigram
http://www.jstor.org/stable/24583062,Does Regression Produce Representative Estimates of Causal Effects?,American Journal of Political Science,2016,,article,research-article,jstor,,2016-01-01,1,60,http://www.jstor.org/stable/24583062,Peter M. Aronow; Cyrus Samii,Midwest Political Science Association,eng,250,267,,13521,18,unigram; bigram; trigram
http://www.jstor.org/stable/24877474,Preaching to the Choir: Americans Prefer Communicating to Copartisan Elected Officials,American Journal of Political Science,2016,,article,research-article,jstor,,2016-10-01,4,60,http://www.jstor.org/stable/24877474,David E. Broockman; Timothy J. Ryan,Midwest Political Science Association,eng,1093,1107,,11130,15,unigram; bigram; trigram
http://www.jstor.org/stable/26384744,The Balance-Sample Size Frontier in Matching Methods for Causal Inference,American Journal of Political Science,2017,,article,research-article,jstor,,2017-04-01,2,61,http://www.jstor.org/stable/26384744,Gary King; Christopher Lucas; Richard A. Nielsen,Midwest Political Science Association,eng,473,489,,12701,17,unigram; bigram; trigram
http://www.jstor.org/stable/45132507,Back Matter,American Journal of Political Science,2019,,article,misc,jstor,,2019-07-01,3,63,http://www.jstor.org/stable/45132507,,Midwest Political Science Association,eng,,,,1470,4,unigram; bigram; trigram
http://www.jstor.org/stable/2669297,"Electoral Rules, Career Ambitions, and Party Structure: Comparing Factions in Japan's Upper and Lower Houses",American Journal of Political Science,2000,,article,research-article,jstor,,2000-01-01,1,44,http://www.jstor.org/stable/2669297,Gary W. Cox; Frances M. Rosenbluth; Michael F. Thies,Midwest Political Science Association,eng,115,122,,5569,8,unigram; bigram; trigram
http://www.jstor.org/stable/25193860,"What Triggers Public Opposition to Immigration? Anxiety, Group Cues, and Immigration Threat",American Journal of Political Science,2008,,article,research-article,jstor,,2008-10-01,4,52,http://www.jstor.org/stable/25193860,Ted Brader; Nicholas A. Valentino; Elizabeth Suhay,Midwest Political Science Association,eng,959,978,,13804,20,unigram; bigram; trigram
http://www.jstor.org/stable/27821947,"Public Opinion Polls, Voter Turnout, and Welfare: An Experimental Study",American Journal of Political Science,2010,,article,research-article,jstor,,2010-07-01,3,54,http://www.jstor.org/stable/27821947,Jens Großer; Arthur Schram,Midwest Political Science Association,eng,700,717,,12579,18,unigram; bigram; trigram
http://www.jstor.org/stable/26379542,Back Matter,American Journal of Political Science,2017,,article,misc,jstor,,2017-10-01,4,61,http://www.jstor.org/stable/26379542,,Midwest Political Science Association,eng,,,,2352,4,unigram; bigram; trigram
http://www.jstor.org/stable/3694236,A Unified Theory and Test of Extended Immediate Deterrence,American Journal of Political Science,2006,,article,research-article,jstor,,2006-07-01,3,50,http://www.jstor.org/stable/3694236,Curtis S. Signorino; Ahmer Tarar,Midwest Political Science Association,eng,586,605,,14741,20,unigram; bigram; trigram
http://www.jstor.org/stable/23496636,Black Politicians Are More Intrinsically Motivated to Advance Blacks' Interests: A Field Experiment Manipulating Political Incentives,American Journal of Political Science,2013,,article,research-article,jstor,,2013-07-01,3,57,http://www.jstor.org/stable/23496636,David E. Broockman,Midwest Political Science Association,eng,521,536,,10936,16,unigram; bigram; trigram
http://www.jstor.org/stable/26598792,The Persistent Effect of U.S. Civil Rights Protests on Political Attitudes,American Journal of Political Science,2018,,article,research-article,jstor,,2018-10-01,4,62,http://www.jstor.org/stable/26598792,Soumyajit Mazumder,Midwest Political Science Association,eng,922,935,,9602,14,unigram; bigram; trigram
http://www.jstor.org/stable/3647681,Democracy and Education Spending in Africa,American Journal of Political Science,2005,,article,research-article,jstor,,2005-04-01,2,49,http://www.jstor.org/stable/3647681,David Stasavage,Midwest Political Science Association,eng,343,358,,11469,16,unigram; bigram; trigram
http://www.jstor.org/stable/23024948,Back Matter,American Journal of Political Science,2011,,article,misc,jstor,,2011-07-01,3,55,http://www.jstor.org/stable/23024948,,Midwest Political Science Association,eng,,,,1892,4,unigram; bigram; trigram
http://www.jstor.org/stable/26384736,Ethnic Networks,American Journal of Political Science,2017,,article,research-article,jstor,,2017-04-01,2,61,http://www.jstor.org/stable/26384736,Jennifer M. Larson; Janet I. Lewis,Midwest Political Science Association,eng,350,364,,10464,15,unigram; bigram; trigram
http://www.jstor.org/stable/45132483,"Of Two Minds, But One Heart: A Good ""Gut"" Feeling Moderates the Effect of Ambivalence on Attitude Formation and Turnout",American Journal of Political Science,2019,,article,research-article,jstor,,2019-04-01,2,63,http://www.jstor.org/stable/45132483,Eric Groenendyk,Midwest Political Science Association,eng,368,384,,11008,17,unigram; bigram; trigram
http://www.jstor.org/stable/23496606,Do Primaries Improve Electoral Performance? Clientelism and Intra-Party Conflict in Ghana,American Journal of Political Science,2013,,article,research-article,jstor,,2013-04-01,2,57,http://www.jstor.org/stable/23496606,Nahomi Ichino; Noah L. Nathan,Midwest Political Science Association,eng,428,441,,10184,14,unigram; bigram; trigram
http://www.jstor.org/stable/26379488,Front Matter,American Journal of Political Science,2017,,article,misc,jstor,,2017-01-01,1,61,http://www.jstor.org/stable/26379488,,Midwest Political Science Association,eng,,,,1922,6,unigram; bigram; trigram
http://www.jstor.org/stable/23496649,What Drives the Swing Voter in Africa?,American Journal of Political Science,2013,,article,research-article,jstor,,2013-07-01,3,57,http://www.jstor.org/stable/23496649,Keith R. Weghorst; Staffan I. Lindberg,Midwest Political Science Association,eng,717,734,,13740,18,unigram; bigram; trigram
http://www.jstor.org/stable/24363488,Dollars on the Sidewalk: Should U.S. Presidential Candidates Advertise in Uncontested States?,American Journal of Political Science,2014,,article,research-article,jstor,,2014-04-01,2,58,http://www.jstor.org/stable/24363488,Carly Urban; Sarah Niebler,Midwest Political Science Association,eng,322,336,,12302,15,unigram; bigram; trigram
http://www.jstor.org/stable/24363592,Front Matter,American Journal of Political Science,2015,,article,misc,jstor,,2015-01-01,1,59,http://www.jstor.org/stable/24363592,,Midwest Political Science Association,eng,,,,1885,6,unigram; bigram; trigram
http://www.jstor.org/stable/24583092,The Productivity Consequences of Political Turnover: Firm-Level Evidence from Ukraine's Orange Revolution,American Journal of Political Science,2015,,article,research-article,jstor,,2015-07-01,3,59,http://www.jstor.org/stable/24583092,John S. Earle; Scott Gehlbach,Midwest Political Science Association,eng,708,723,,11082,16,unigram; bigram; trigram
http://www.jstor.org/stable/26598746,Front Matter,American Journal of Political Science,2018,,article,misc,jstor,,2018-01-01,1,62,http://www.jstor.org/stable/26598746,,Midwest Political Science Association,eng,,,,1876,6,unigram; bigram; trigram
http://www.jstor.org/stable/24363542,Comparing and Combining List and Endorsement Experiments: Evidence from Afghanistan,American Journal of Political Science,2014,,article,research-article,jstor,,2014-10-01,4,58,http://www.jstor.org/stable/24363542,Graeme Blair; Kosuke Imai; Jason Lyall,Midwest Political Science Association,eng,1043,1063,,16528,21,unigram; bigram; trigram
http://www.jstor.org/stable/24363603,Regulation of Speech and Media Coverage of Corruption: An Empirical Analysis of the Mexican Press,American Journal of Political Science,2015,,article,research-article,jstor,,2015-01-01,1,59,http://www.jstor.org/stable/24363603,Piero Stanig,Midwest Political Science Association,eng,175,193,,13931,19,unigram; bigram; trigram
http://www.jstor.org/stable/3647708,Front Matter,American Journal of Political Science,2005,,article,misc,jstor,,2005-01-01,1,49,http://www.jstor.org/stable/3647708,,Midwest Political Science Association,eng,,,,1664,6,unigram; bigram; trigram
http://www.jstor.org/stable/26598741,Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,American Journal of Political Science,2018,,article,research-article,jstor,,2018-04-01,2,62,http://www.jstor.org/stable/26598741,Martin Bisgaard; Rune Slothuus,Midwest Political Science Association,eng,456,469,,10175,14,unigram; bigram; trigram
http://www.jstor.org/stable/24363608,"On the Validity of the Regression Discontinuity Design for Estimating Electoral Effects: New Evidence from Over 40,000 Close Races",American Journal of Political Science,2015,,article,research-article,jstor,,2015-01-01,1,59,http://www.jstor.org/stable/24363608,"Andrew C. Eggers; Anthony Fowler; Jens Hainmueller; Andrew B. Hall; James M. Snyder, Jr.",Midwest Political Science Association,eng,259,274,,12906,16,unigram; bigram; trigram
http://www.jstor.org/stable/25193803,Field Experiments Testing the Impact of Radio Advertisements on Electoral Competition,American Journal of Political Science,2008,,article,research-article,jstor,,2008-01-01,1,52,http://www.jstor.org/stable/25193803,Costas Panagopoulos; Donald P. Green,Midwest Political Science Association,eng,156,168,,9292,13,unigram; bigram; trigram
http://www.jstor.org/stable/24583047,Front Matter,American Journal of Political Science,2016,,article,misc,jstor,,2016-01-01,1,60,http://www.jstor.org/stable/24583047,,Midwest Political Science Association,eng,,,,1876,6,unigram; bigram; trigram
http://www.jstor.org/stable/24363545,Back Matter,American Journal of Political Science,2014,,article,misc,jstor,,2014-10-01,4,58,http://www.jstor.org/stable/24363545,,Midwest Political Science Association,eng,,,,1593,3,unigram; bigram; trigram
http://www.jstor.org/stable/3186094,What If Everyone Voted? Simulating the Impact of Increased Turnout in Senate Elections,American Journal of Political Science,2003,,article,research-article,jstor,,2003-01-01,1,47,http://www.jstor.org/stable/3186094,Jack Citrin; Eric Schickler; John Sides,Midwest Political Science Association,eng,75,90,,11576,16,unigram; bigram; trigram
http://www.jstor.org/stable/24363508,Elections and Deceptions: An Experimental Study on the Behavioral Effects of Democracy,American Journal of Political Science,2014,,article,research-article,jstor,,2014-07-01,3,58,http://www.jstor.org/stable/24363508,Luca Corazzini; Sebastian Kube; Michel André Maréchal; Antonio Nicolò,Midwest Political Science Association,eng,579,592,,10412,14,unigram; bigram; trigram
http://www.jstor.org/stable/4620088,On the Dynamics of Ethnic Fractionalization,American Journal of Political Science,2007,,article,research-article,jstor,,2007-07-01,3,51,http://www.jstor.org/stable/4620088,Nauro F. Campos; Vitaliy S. Kuzeyev,Midwest Political Science Association,eng,620,639,,12538,20,unigram; bigram; trigram
http://www.jstor.org/stable/3186104,"Transparency, Democratic Accountability, and the Economic Consequences of Monetary Institutions",American Journal of Political Science,2003,,article,research-article,jstor,,2003-07-01,3,47,http://www.jstor.org/stable/3186104,David Stasavage,Midwest Political Science Association,eng,389,402,,9603,14,unigram; bigram; trigram
http://www.jstor.org/stable/27821950,The Game of Electoral Fraud and the Ousting of Authoritarian Rule,American Journal of Political Science,2010,,article,research-article,jstor,,2010-07-01,3,54,http://www.jstor.org/stable/27821950,Beatriz Magaloni,Midwest Political Science Association,eng,751,765,,11505,15,unigram; bigram; trigram
http://www.jstor.org/stable/26379534,How Do Indifferent Voters Decide? The Political Importance of Implicit Attitudes,American Journal of Political Science,2017,,article,research-article,jstor,,2017-10-01,4,61,http://www.jstor.org/stable/26379534,Timothy J. Ryan,Midwest Political Science Association,eng,892,907,,10862,16,unigram; bigram; trigram
http://www.jstor.org/stable/20647951,Don't Forget to Vote: Text Message Reminders as a Mobilization Tool,American Journal of Political Science,2009,,article,research-article,jstor,,2009-10-01,4,53,http://www.jstor.org/stable/20647951,Allison Dale; Aaron Strauss,Midwest Political Science Association,eng,787,804,,12075,18,unigram; bigram; trigram
http://www.jstor.org/stable/25652208,The Effect of Electoral Geography on Pork Barreling in Bicameral Legislatures,American Journal of Political Science,2010,,article,research-article,jstor,,2010-04-01,2,54,http://www.jstor.org/stable/25652208,Jowei Chen,Midwest Political Science Association,eng,301,322,,13845,22,unigram; bigram; trigram
http://www.jstor.org/stable/3694278,Liberalizing Electoral Outcomes in Competitive Authoritarian Regimes,American Journal of Political Science,2006,,article,research-article,jstor,,2006-04-01,2,50,http://www.jstor.org/stable/3694278,Marc Morjé Howard; Philip G. Roessler,Midwest Political Science Association,eng,365,381,,13385,17,unigram; bigram; trigram
