id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/43654390,Quotas for Men: Reframing Gender Quotas as a Means of Improving Representation for All,The American Political Science Review,2014,,article,research-article,jstor,,2014-08-01,3,108,http://www.jstor.org/stable/43654390,RAINBOW MURRAY,American Political Science Association,eng,520,532,,12813,13,unigram; bigram; trigram
http://www.jstor.org/stable/23357708,The Adverse Effects of Sunshine: A Field Experiment on Legislative Transparency in an Authoritarian Assembly,The American Political Science Review,2012,,article,research-article,jstor,,2012-11-01,4,106,http://www.jstor.org/stable/23357708,EDMUND MALESKY; PAUL SCHULER; ANH TRAN,American Political Science Association,eng,762,786,,22677,25,unigram; bigram; trigram
http://www.jstor.org/stable/4145323,The Political Salience of Cultural Difference: Why Chewas and Tumbukas Are Allies in Zambia and Adversaries in Malawi,The American Political Science Review,2004,,article,research-article,jstor,,2004-11-01,4,98,http://www.jstor.org/stable/4145323,Daniel N. Posner,American Political Science Association,eng,529,545,,14122,17,unigram; bigram; trigram
http://www.jstor.org/stable/41495086,A Source of Bias in Public Opinion Stability,The American Political Science Review,2012,,article,research-article,jstor,,2012-05-01,2,106,http://www.jstor.org/stable/41495086,JAMES N. DRUCKMAN; JORDAN FEIN; THOMAS J. LEEPER,American Political Science Association,eng,430,454,,18768,25,unigram; bigram; trigram
http://www.jstor.org/stable/43654913,Notes from the Editors,The American Political Science Review,2013,,article,misc,jstor,,2013-08-01,3,107,http://www.jstor.org/stable/43654913,,American Political Science Association,eng,iii,ix,,5399,7,unigram; bigram; trigram
http://www.jstor.org/stable/23275435,"Collective Action, Clientelism, and Connectivity",The American Political Science Review,2012,,article,research-article,jstor,,2012-08-01,3,106,http://www.jstor.org/stable/23275435,MAHVISH SHAMI,American Political Science Association,eng,588,606,,17273,19,unigram; bigram; trigram
http://www.jstor.org/stable/43654427,Motivational Crowding in Sustainable Development Interventions,The American Political Science Review,2015,,article,research-article,jstor,,2015-08-01,3,109,http://www.jstor.org/stable/43654427,ARUN AGRAWAL; ASHWINI CHHATRE; ELISABETH R. GERBER,American Political Science Association,eng,470,487,,12882,18,unigram; bigram; trigram
http://www.jstor.org/stable/23357756,"Ethnic Quotas and Political Mobilization: Caste, Parties, and Distribution in Indian Village Councils",The American Political Science Review,2013,,article,research-article,jstor,,2013-02-01,1,107,http://www.jstor.org/stable/23357756,THAD DUNNING; JANHAVI NILEKANI,American Political Science Association,eng,35,56,,20402,22,unigram; bigram; trigram
http://www.jstor.org/stable/43654380,Can Descriptive Representation Change Beliefs about a Stigmatized Group? Evidence from Rural India,The American Political Science Review,2014,,article,research-article,jstor,,2014-05-01,2,108,http://www.jstor.org/stable/43654380,SIMON CHAUCHARD,American Political Science Association,eng,403,422,,16727,20,unigram; bigram; trigram
http://www.jstor.org/stable/43654386,Front Matter,The American Political Science Review,2014,,article,misc,jstor,,2014-08-01,3,108,http://www.jstor.org/stable/43654386,,American Political Science Association,eng,,,,1805,4,unigram; bigram; trigram
http://www.jstor.org/stable/2585838,Congressional Voting over Legislative Careers: Shifting Positions and Changing Constraints,The American Political Science Review,2000,,article,research-article,jstor,,2000-09-01,3,94,http://www.jstor.org/stable/2585838,Thomas Stratmann,American Political Science Association,eng,665,676,,10417,12,unigram; bigram; trigram
http://www.jstor.org/stable/43654378,"The ""Wisdom of the State"": Adam Smith on China and Tartary",The American Political Science Review,2014,,article,research-article,jstor,,2014-05-01,2,108,http://www.jstor.org/stable/43654378,RYAN PATRICK HANLEY,American Political Science Association,eng,371,382,,12589,12,unigram; bigram; trigram
http://www.jstor.org/stable/4145308,Secessionism in Multicultural States: Does Sharing Power Prevent or Encourage It?,The American Political Science Review,2004,,article,research-article,jstor,,2004-05-01,2,98,http://www.jstor.org/stable/4145308,Ian S. Lustick; Dan Miodownik; Roy J. Eidelson,American Political Science Association,eng,209,229,,17808,21,unigram; bigram; trigram
http://www.jstor.org/stable/23357703,Notes from the Editors,The American Political Science Review,2012,,article,misc,jstor,,2012-11-01,4,106,http://www.jstor.org/stable/23357703,,American Political Science Association,eng,iii,ix,,6219,7,unigram; bigram; trigram
http://www.jstor.org/stable/30038938,"Correction to Gerber and Green (2000), Replication of Disputed Findings, and Reply to Imai (2005)",The American Political Science Review,2005,,article,research-article,jstor,,2005-05-01,2,99,http://www.jstor.org/stable/30038938,Alan S. Gerber; Donald P. Green,American Political Science Association,eng,301,313,,11696,13,unigram; bigram; trigram
http://www.jstor.org/stable/23357762,Who Gets a Swiss Passport? A Natural Experiment in Immigrant Discrimination,The American Political Science Review,2013,,article,research-article,jstor,,2013-02-01,1,107,http://www.jstor.org/stable/23357762,JENS HAINMUELLER; DOMINIK HANGARTNER,American Political Science Association,eng,159,187,,22364,29,unigram; bigram; trigram
http://www.jstor.org/stable/27798529,"Deference, Dissent, and Dispute Resolution: An Experimental Intervention Using Mass Media to Change Norms and Behavior in Rwanda",The American Political Science Review,2009,,article,research-article,jstor,,2009-11-01,4,103,http://www.jstor.org/stable/27798529,ELIZABETH LEVY PALUCK; DONALD P. GREEN,American Political Science Association,eng,622,644,,17978,23,unigram; bigram; trigram
http://www.jstor.org/stable/43654435,International Knowledge and Domestic Evaluations in a Changing Society: The Case of China,The American Political Science Review,2015,,article,research-article,jstor,,2015-08-01,3,109,http://www.jstor.org/stable/43654435,HAIFENG HUANG,American Political Science Association,eng,613,634,,16453,22,unigram; bigram; trigram
http://www.jstor.org/stable/43654012,Capitol Mobility: Madisonian Representation and the Location and Relocation of Capitals in the United States,The American Political Science Review,2013,,article,research-article,jstor,,2013-05-01,2,107,http://www.jstor.org/stable/43654012,ERIK J. ENGSTROM; JESSE R. HAMMOND; JOHN T. SCOTT,American Political Science Association,eng,225,240,,12159,16,unigram; bigram; trigram
http://www.jstor.org/stable/23275352,Unpacking the Black Box of Causality: Learning about Causal Mechanisms from Experimental and Observational Studies,The American Political Science Review,2011,,article,research-article,jstor,,2011-11-01,4,105,http://www.jstor.org/stable/23275352,KOSUKE IMAI; LUKE KEELE; DUSTIN TINGLEY; TEPPEI YAMAMOTO,American Political Science Association,eng,765,789,,22801,25,unigram; bigram; trigram
http://www.jstor.org/stable/43654398,"""I wld like u WMP to extend electricity 2 our village"": On Information Technology and Interest Articulation",The American Political Science Review,2014,,article,research-article,jstor,,2014-08-01,3,108,http://www.jstor.org/stable/43654398,GUY GROSSMAN; MACARTAN HUMPHREYS; GABRIELLA SACRAMONE-LUTZ,American Political Science Association,eng,688,705,,14315,18,unigram; bigram; trigram
http://www.jstor.org/stable/40982900,Back Matter,The American Political Science Review,2010,,article,misc,jstor,,2010-11-01,4,104,http://www.jstor.org/stable/40982900,,American Political Science Association,eng,,,,15658,33,unigram; bigram; trigram
http://www.jstor.org/stable/40982888,Notes from the Editors,The American Political Science Review,2010,,article,misc,jstor,,2010-11-01,4,104,http://www.jstor.org/stable/40982888,,American Political Science Association,eng,iii,viii,,4670,6,unigram; bigram; trigram
http://www.jstor.org/stable/43654918,Explaining Rape during Civil War: Cross-National Evidence (1980-2009),The American Political Science Review,2013,,article,research-article,jstor,,2013-08-01,3,107,http://www.jstor.org/stable/43654918,DARA KAY COHEN,American Political Science Association,eng,461,477,,15032,17,unigram; bigram; trigram
http://www.jstor.org/stable/41495085,Legislative Bargaining and the Dynamics of Public Investment,The American Political Science Review,2012,,article,research-article,jstor,,2012-05-01,2,106,http://www.jstor.org/stable/41495085,MARCO BATTAGLINI; SALVATORE NUNNARI; THOMAS R. PALFREY,American Political Science Association,eng,407,429,,20429,23,unigram; bigram; trigram
http://www.jstor.org/stable/24809514,INDEX TO VOLUME 109,The American Political Science Review,2015,,article,misc,jstor,,2015-11-01,4,109,http://www.jstor.org/stable/24809514,,American Political Science Association,eng,834,835,,1118,2,unigram; bigram; trigram
http://www.jstor.org/stable/2585837,"The Effects of Canvassing, Telephone Calls, and Direct Mail on Voter Turnout: A Field Experiment",The American Political Science Review,2000,,article,research-article,jstor,,2000-09-01,3,94,http://www.jstor.org/stable/2585837,Alan S. Gerber; Donald P. Green,American Political Science Association,eng,653,663,,9666,11,unigram; bigram; trigram
http://www.jstor.org/stable/23357764,Back Matter,The American Political Science Review,2013,,article,misc,jstor,,2013-02-01,1,107,http://www.jstor.org/stable/23357764,,American Political Science Association,eng,,,,3529,12,unigram; bigram; trigram
http://www.jstor.org/stable/23275438,Socratic Method and Political Science,The American Political Science Review,2012,,article,research-article,jstor,,2012-08-01,3,106,http://www.jstor.org/stable/23275438,CHRISTOPHER MECKSTROTH,American Political Science Association,eng,644,660,,17350,17,unigram; bigram; trigram
http://www.jstor.org/stable/27644492,Front Matter,The American Political Science Review,2008,,article,misc,jstor,,2008-02-01,1,102,http://www.jstor.org/stable/27644492,,American Political Science Association,eng,,,,1854,4,unigram; bigram; trigram
http://www.jstor.org/stable/43654923,Empowering Women through Development Aid: Evidence from a Field Experiment in Afghanistan,The American Political Science Review,2013,,article,research-article,jstor,,2013-08-01,3,107,http://www.jstor.org/stable/43654923,ANDREW BEATH; FOTINI CHRISTIA; RUBEN ENIKOLOPOV,American Political Science Association,eng,540,557,,14913,18,unigram; bigram; trigram
http://www.jstor.org/stable/41480830,Turning Out to Vote: The Costs of Finding and Getting to the Polling Place,The American Political Science Review,2011,,article,research-article,jstor,,2011-02-01,1,105,http://www.jstor.org/stable/41480830,HENRY E. BRADY; JOHN E. MCNULTY,American Political Science Association,eng,115,134,,17069,20,unigram; bigram; trigram
http://www.jstor.org/stable/4145316,What Is a Case Study and What Is It Good for?,The American Political Science Review,2004,,article,research-article,jstor,,2004-05-01,2,98,http://www.jstor.org/stable/4145316,John Gerring,American Political Science Association,eng,341,354,,13889,14,unigram; bigram; trigram
http://www.jstor.org/stable/3117805,Notes from the (New) Editor,The American Political Science Review,2002,,article,misc,jstor,,2002-03-01,1,96,http://www.jstor.org/stable/3117805,,American Political Science Association,eng,viii,xii,,4974,5,unigram; bigram; trigram
http://www.jstor.org/stable/23275358,Front Matter,The American Political Science Review,2012,,article,misc,jstor,,2012-02-01,1,106,http://www.jstor.org/stable/23275358,,American Political Science Association,eng,,,,2077,5,unigram; bigram; trigram
http://www.jstor.org/stable/43654018,Crossing the Line: Local Ethnic Geography and Voting in Ghana,The American Political Science Review,2013,,article,research-article,jstor,,2013-05-01,2,107,http://www.jstor.org/stable/43654018,NAHOMI ICHINO; NOAH L. NATHAN,American Political Science Association,eng,344,361,,14330,18,unigram; bigram; trigram
http://www.jstor.org/stable/27798499,From Violence to Voting: War and Political Participation in Uganda,The American Political Science Review,2009,,article,research-article,jstor,,2009-05-01,2,103,http://www.jstor.org/stable/27798499,CHRISTOPHER BLATTMAN,American Political Science Association,eng,231,247,,13683,17,unigram; bigram; trigram
http://www.jstor.org/stable/27644474,Notes from the Editor,The American Political Science Review,2007,,article,misc,jstor,,2007-11-01,4,101,http://www.jstor.org/stable/27644474,,American Political Science Association,eng,v,ix,,4071,5,unigram; bigram; trigram
http://www.jstor.org/stable/43654381,Social Policy and Regime Legitimacy: The Effects of Education Reform in China,The American Political Science Review,2014,,article,research-article,jstor,,2014-05-01,2,108,http://www.jstor.org/stable/43654381,XIAOBO LÜ,American Political Science Association,eng,423,437,,12807,15,unigram; bigram; trigram
http://www.jstor.org/stable/27644496,Social Pressure and Voter Turnout: Evidence from a Large-Scale Field Experiment,The American Political Science Review,2008,,article,research-article,jstor,,2008-02-01,1,102,http://www.jstor.org/stable/27644496,Alan S. Gerber; Donald P. Green; Christopher W. Larimer,American Political Science Association,eng,33,48,,10425,16,unigram; bigram; trigram
http://www.jstor.org/stable/40982891,Dynamic Public Opinion: Communication Effects over Time,The American Political Science Review,2010,,article,research-article,jstor,,2010-11-01,4,104,http://www.jstor.org/stable/40982891,DENNIS CHONG; JAMES N. DRUCKMAN,American Political Science Association,eng,663,680,,16204,18,unigram; bigram; trigram
http://www.jstor.org/stable/43655024,Quantifying Social Media's Political Space: Estimating Ideology from Publicly Revealed Preferences on Facebook,The American Political Science Review,2015,,article,research-article,jstor,,2015-02-01,1,109,http://www.jstor.org/stable/43655024,ROBERT BOND; SOLOMON MESSING,American Political Science Association,eng,62,78,,12253,17,unigram; bigram; trigram
http://www.jstor.org/stable/43654029,Explaining Support for Combatants during Wartime: A Survey Experiment in Afghanistan,The American Political Science Review,2013,,article,research-article,jstor,,2013-11-01,4,107,http://www.jstor.org/stable/43654029,JASON LYALL; GRAEME BLAIR; KOSUKE IMAI,American Political Science Association,eng,679,705,,19005,27,unigram; bigram; trigram
http://www.jstor.org/stable/43654050,How to Promote Order and Property Rights under Weak Rule of Law? An Experiment in Changing Dispute Resolution Behavior through Community Education,The American Political Science Review,2014,,article,research-article,jstor,,2014-02-01,1,108,http://www.jstor.org/stable/43654050,CHRISTOPHER BLATTMAN; ALEXANDRA C. HARTMAN; ROBERT A. BLAIR,American Political Science Association,eng,100,120,,16001,21,unigram; bigram; trigram
http://www.jstor.org/stable/27644378,Su Casa Es Nuestra Casa: Latino Politics Research and the Development of American Political Science,The American Political Science Review,2006,,article,research-article,jstor,,2006-11-01,4,100,http://www.jstor.org/stable/27644378,Luis R. Fraga; John A. Garcia; Rodney E. Hero; Michael Jones-Correa; Valerie Martinez-Ebers; Gary M. Segura,American Political Science Association,eng,515,521,,6051,7,unigram; bigram; trigram
http://www.jstor.org/stable/27644458,iSí Se Puede! Latino Candidates and the Mobilization of Latino Voters,The American Political Science Review,2007,,article,research-article,jstor,,2007-08-01,3,101,http://www.jstor.org/stable/27644458,Matt A. Barreto,American Political Science Association,eng,425,441,,14375,17,unigram; bigram; trigram
http://www.jstor.org/stable/27644430,Explaining Bureaucratic Optimism: Theory and Evidence from U.S. Executive Agency Macroeconomic Forecasts,The American Political Science Review,2007,,article,research-article,jstor,,2007-02-01,1,101,http://www.jstor.org/stable/27644430,George A. Krause; J. Kevin Corder,American Political Science Association,eng,129,142,,11363,14,unigram; bigram; trigram
http://www.jstor.org/stable/43654914,Cross-Border Spillover: U.S. Gun Laws and Violence in Mexico,The American Political Science Review,2013,,article,research-article,jstor,,2013-08-01,3,107,http://www.jstor.org/stable/43654914,ARINDRAJIT DUBE; OEINDRILA DUBE; OMAR GARCÍA-PONCE,American Political Science Association,eng,397,417,,16189,21,unigram; bigram; trigram
http://www.jstor.org/stable/27798512,Myopic Voters and Natural Disaster Policy,The American Political Science Review,2009,,article,research-article,jstor,,2009-08-01,3,103,http://www.jstor.org/stable/27798512,ANDREW HEALY; NEIL MALHOTRA,American Political Science Association,eng,387,406,,15495,20,unigram; bigram; trigram
http://www.jstor.org/stable/27644532,Volume Information,The American Political Science Review,2008,,article,misc,jstor,,2008-11-01,4,102,http://www.jstor.org/stable/27644532,,American Political Science Association,eng,,,,834,1,unigram; bigram; trigram
http://www.jstor.org/stable/43654422,Front Matter,The American Political Science Review,2015,,article,misc,jstor,,2015-08-01,3,109,http://www.jstor.org/stable/43654422,,American Political Science Association,eng,,,,2105,4,unigram; bigram; trigram
http://www.jstor.org/stable/43655022,What Happens When Extremists Win Primaries?,The American Political Science Review,2015,,article,research-article,jstor,,2015-02-01,1,109,http://www.jstor.org/stable/43655022,ANDREW B. HALL,American Political Science Association,eng,18,42,,17724,25,unigram; bigram; trigram
http://www.jstor.org/stable/27798523,MPs for Sale? Returns to Office in Postwar British Politics,The American Political Science Review,2009,,article,research-article,jstor,,2009-11-01,4,103,http://www.jstor.org/stable/27798523,ANDREW C. EGGERS; JENS HAINMUELLER,American Political Science Association,eng,513,533,,17250,21,unigram; bigram; trigram
http://www.jstor.org/stable/41495064,Jurisdiction Size and Local Democracy: Evidence on Internal Political Efficacy from Large-scale Municipal Reform,The American Political Science Review,2011,,article,research-article,jstor,,2011-05-01,2,105,http://www.jstor.org/stable/41495064,DAVID DREYER LASSEN; SØREN SERRITZLEW,American Political Science Association,eng,238,258,,16366,21,unigram; bigram; trigram
http://www.jstor.org/stable/27798538,Cross-cutting Cleavages and Ethnic Voting: An Experimental Study of Cousinage in Mali,The American Political Science Review,2010,,article,research-article,jstor,,2010-02-01,1,104,http://www.jstor.org/stable/27798538,THAD DUNNING; LAUREN HARRISON,American Political Science Association,eng,21,39,,17053,19,unigram; bigram; trigram
http://www.jstor.org/stable/40863719,Direct Democracy and Local Public Goods: Evidence from a Field Experiment in Indonesia,The American Political Science Review,2010,,article,research-article,jstor,,2010-05-01,2,104,http://www.jstor.org/stable/40863719,BENJAMIN A. OLKEN,American Political Science Association,eng,243,267,,19099,25,unigram; bigram; trigram
http://www.jstor.org/stable/41480858,Patronage and Elections in U.S. States,The American Political Science Review,2011,,article,research-article,jstor,,2011-08-01,3,105,http://www.jstor.org/stable/41480858,OLLE FOLKE; SHIGEO HIRANO; JAMES M. SNYDER JR.,American Political Science Association,eng,567,585,,15509,19,unigram; bigram; trigram
http://www.jstor.org/stable/23357753,Notes from the Editors,The American Political Science Review,2013,,article,misc,jstor,,2013-02-01,1,107,http://www.jstor.org/stable/23357753,,American Political Science Association,eng,iii,viii,,4962,6,unigram; bigram; trigram
http://www.jstor.org/stable/44154202,INDEX TO VOLUME 108,The American Political Science Review,2014,,article,misc,jstor,,2014-11-01,4,108,http://www.jstor.org/stable/44154202,,American Political Science Association,eng,907,908,,1095,2,unigram; bigram; trigram
